Name,Type,RAJ2000,u_RAs,DEJ2000,u_DEs,GLON,GLAT,Pos,e_Pos,Opt,r_Opt,Vmag,Vmagl,u_Vmag,B-V,u_B-V,B-Vl,U-B,l_E_B-V_,E_B-V_,l_E_B-V_2,E_B-V_2,u_E_B-V_,r_Vmag,l_Fx,Fx,Fxu,Range,r_Fx,Porb,Porb2,u_Porb,Ppulse,u_Ppulse,r_Ppulse,Cat,SpType,Name2,u_Name2,Name3,BibCodes
1742.5-2859,,17 45 40.700,,-29 00 11.00,,359.95001220703125,-0.05,x,60.0,,1403,,,,,,,,,,,,,,,1.0,5.0,,"1166,1233,1403",,,,,,,"E,R",,,,,"1991PAZh...17...99S-Sunyaev, R.A. et al.,1981ApJ...250..142W-Watson, M.G. et al.,1987Natur.330..544S-Skinner, G.K. et al.,"
1742.5-2845,,17 45 42.900,,-28 46 53.00,,0.14000000059604645,0.06,x,60.0,,1403,,,,,,,,,,,,,,,0.15,26.0,(0.9-4.0 keV),1403,,,,,,,E,,,,,"1981ApJ...250..142W-Watson, M.G. et al.,"
1742.7-2902,,17 45 52.900,,-29 03 22.00,,359.8999938964844,-0.11,x,60.0,,1403,,,,,,,,,,,,,,,0.2,,(0.9-4.0 keV),1403,,,,,,,E,,,,,"1981ApJ...250..142W-Watson, M.G. et al.,"
1742.8-2853,,17 46 00.000,,-28 54 49.00,,0.05999999865889549,-0.063,x,60.0,,1403,,,,,,,,,,,,,,,0.2,,(0.9-4.0 keV),1403,,,,,,,E,,,,,"1981ApJ...250..142W-Watson, M.G. et al.,"
1742.9-2852,,17 46 04.900,,-28 53 13.00,,0.09000000357627869,-0.06,x,60.0,,1403,,,,,,,,,,,,,,,0.2,,(0.9-4.0 keV),1403,,,,,,,E,,,,,"1981ApJ...250..142W-Watson, M.G. et al.,"
1742-294,B,17 46 06.200,,-29 31 06.00,,359.55999755859375,-0.39,x,60.0,,634,,,,,,,,,,,,,,,60.0,180.0,,"1166,1233,1399",,,,,,,"A,Gr",,GC X-1,,,"1981MNRAS.197..865W-Warwick, R.S. et al.,1991PAZh...17...99S-Sunyaev, R.A. et al.,1987Natur.330..544S-Skinner, G.K. et al.,"
1742.9-2849,,17 46 09.700,,-28 51 04.00,,0.12999999523162842,-0.0626,x,60.0,,1403,,,,,,,,,,,,,,,0.2,,(0.9-4.0 keV),1403,,,,,,,E,,,,,"1981ApJ...250..142W-Watson, M.G. et al.,"
1743.1-2843,,17 46 19.200,,-28 44 07.00,,0.25,-0.03,x,60.0,,1403,,,,,,,,,32.766998291015625,,,:,1233,,0.5,12.0,,"1166,1233,1403",,,,,,,"E,AS,B",,,,,"1991PAZh...17...99S-Sunyaev, R.A. et al.,1981ApJ...250..142W-Watson, M.G. et al.,1987Natur.330..544S-Skinner, G.K. et al.,"
1743.1-2852,,17 46 19.500,,-28 53 43.00,,0.10999999940395355,-0.11,x,60.0,,1403,,,,,,,,,,,,,,,0.2,,(0.9-4.0 keV),1403,,,,,,,E,,,,,"1981ApJ...250..142W-Watson, M.G. et al.,"
1743-288,TB,17 46 47.000,:,-28 53 41.00,:,0.20999999344348907,-0.25,x,120.0,,1403,,,,,,,,,,,,,,<,1.0,40.0,,"262,1064,1166,1403",,,,,,,"A,B,X",,"GX+0.2,-0.2",,,"1978ApJ...222L..95C-Cruddace, R.G. et al.,1978MNRAS.185..745P-Proctor, R.J. et al.,1981ApJ...250..142W-Watson, M.G. et al.,1987Natur.330..544S-Skinner, G.K. et al.,"
1744-299,,17 47 25.700,,-29 59 43.00,,359.29998779296875,-0.89,x,60.0,,,,,,,,,,>,7.5,,,:,1168,,6.0,,,1168,,,,,,,"SL,B",,,,,"1990MNRAS.243...72S-Skinner, G.K. et al.,"
J1744-28,TBP,17 44 33.100,,-28 44 29.00,,0.03999999910593033,0.31,x,10.0,,19,,,,,,,,,,,,,,,4700.0,,(8-20 keV),1120,284.02,,,0.467,,367,"C,K,AS,X,Gr",,,,,"1996Natur.381..291F-Finger, M.H. et al.,1996IAUC.6291....1S-Sazonov, S. & Sunyaev, R.,"
1744-300,B,17 47 25.900,,-30 02 31.00,,359.260009765625,-0.9,x,60.0,,,,,,,,,,>,7.5,,,:,1168,,4.0,,,1168,,,,,,,"SL,B",,,,,"1990MNRAS.243...72S-Skinner, G.K. et al.,"
1744-265,BA,17 47 56.000,,-26 33 49.00,,2.299999952316284,0.8,x,3.0,,1072,,,,,,,,,3.700000047683716,,,,527,,400.0,,,1399,,,,,,,"U,M,A,H,S,G,X",,GX3+1,,,"1981MNRAS.197..865W-Warwick, R.S. et al.,1984ApJ...282..118H-Hertz, P. & Grindlay, J.E.,"
1744-361,T,17 48 13.400,,-36 07 53.00,,354.1000061035156,-4.2,x,40.0,,,,,,,,,,,,,,,,<,25.0,275.0,,103,,,,,,,A,,,,,"1983ARA&A..21...13B-Bradt, H.V. & McClintock, JE.,"
